Molecule List Name,Precursor Name,ProductName,Precursor m/z,Product m/z,Explicit Retention Time,Explicit Retention Time Window,Explicit Declustering Potential,Explicit Collision Energy,Precursor Charge,Product  Charge,PrecursorAdduct
LPC,LPC 22:0,"HG(PC,184)",580.4337,184.0733,4.41,1,380,21,1,1,[M+H]1+
LPC,LPC 22:1,"HG(PC,184)",578.4180,184.0733,3.89,1,380,21,1,1,[M+H]1+
LPC,LPC 22:5,"HG(PC,184)",570.3554,184.0733,2.55,1,380,21,1,1,[M+H]1+
LPC,LPC 22:6,"HG(PC,184)",568.3398,184.0733,2.35,1,380,21,1,1,[M+H]1+
LPC,LPC 24:0,"HG(PC,184)",608.4650,184.0733,5.13,1,380,21,1,1,[M+H]1+
LPC,LPC 26:0,"HG(PC,184)",636.4963,184.0733,6.11,1,380,21,1,1,[M+H]1+
LPC(O),LPC O-16:0,"(C5H13NO,104)",482.3605,104.1070,3.07,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-16:0,"HG(PC,184)",482.3605,184.0733,3.07,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-18:0,"(C5H13NO,104)",510.3918,104.1070,3.65,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-18:1,"(C5H13NO,104)",508.3762,104.1070,3.17,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-20:0,"(C5H13NO,104)",538.4231,104.1070,4.20,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-20:1,"(C5H13NO,104)",536.4075,104.1070,3.70,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-22:0,"(C5H13NO,104)",566.4544,104.1070,4.90,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-22:0,"HG(PC,184)",566.4544,184.0733,4.90,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-22:1,"(C5H13NO,104)",564.4388,104.1070,4.15,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-24:0,"(C5H13NO,104)",594.4857,104.1070,5.77,1,380,23,1,1,[M+H]1+
LPC(O),LPC O-24:1,"(C5H13NO,104)",592.4701,104.1070,4.90,2,380,23,1,1,[M+H]1+
LPC(O),LPC O-24:2,"(C5H13NO,104)",590.4544,104.1070,4.38,2,380,23,1,1,[M+H]1+
LPE,LPE 16:0,#NAME?,454.2928,313.2737,2.89,1,380,17,1,1,[M+H]1+
LPE,LPE 18:0,#NAME?,482.3241,341.3050,3.45,1,380,17,1,1,[M+H]1+
LPE,LPE 18:1,#NAME?,480.3085,339.2894,3.04,1,380,17,1,1,[M+H]1+
LPE,LPE 18:1-d7 (ISTD),"-HG(PE,141)",487.3524,346.3333,3.04,1,380,17,1,1,[M+H]1+
LPE,LPE 18:2,#NAME?,478.2928,337.2737,2.57,1,380,17,1,1,[M+H]1+
LPE,LPE 20:4,#NAME?,502.2928,361.2737,2.53,1,380,17,1,1,[M+H]1+
LPE,LPE 22:6,#NAME?,526.2928,385.2737,2.46,1,380,17,1,1,[M+H]1+
LPI,LPI 18:0,#NAME?,618.3613,341.3050,2.98,1,380,21,1,1,[M+NH4]1+
LPI,LPI 18:1,#NAME?,616.3456,339.2894,2.48,1,380,21,1,1,[M+NH4]1+
LPI,LPI 18:2,#NAME?,614.3300,337.2737,2.06,1,380,21,1,1,[M+NH4]1+
LPI,LPI 20:4,#NAME?,638.3300,361.2737,2.02,1,380,21,1,1,[M+NH4]1+
PC,PC 28:0,"HG(PC,184)",678.5068,184.0733,5.35,1,380,25,1,1,[M+H]1+
PC,PC 29:0,"HG(PC,184)",692.5225,184.0733,5.75,1,380,25,1,1,[M+H]1+
PC,PC 30:0,"HG(PC,184)",706.5381,184.0733,6.25,1.2,380,25,1,1,[M+H]1+
PC,PC 31:0,"HG(PC,184)",720.5538,184.0733,6.58,1,380,25,1,1,[M+H]1+
PC,PC 31:1,"HG(PC,184)",718.5381,184.0733,5.95,1,380,25,1,1,[M+H]1+
PC,PC 32:0,"HG(PC,184)",734.5694,184.0733,7.25,1.2,380,25,1,1,[M+H]1+
PC,PC 32:1,"HG(PC,184)",732.5538,184.0733,6.43,1,380,25,1,1,[M+H]1+
PC,PC 32:2,"HG(PC,184)",730.5381,184.0733,5.75,1,380,25,1,1,[M+H]1+
PC,PC 32:3,"HG(PC,184)",728.5225,184.0733,5.05,1,380,25,1,1,[M+H]1+
PC,PC 33:0,"HG(PC,184)",748.5851,184.0733,7.65,1.2,380,25,1,1,[M+H]1+
PC,PC 33:1,"HG(PC,184)",746.5694,184.0733,6.93,1,380,25,1,1,[M+H]1+
PC,PC 33:1-d7 (ISTD),"HG(PC,184)",753.6134,184.0733,6.93,1,380,25,1,1,[M+H]1+
PC,PC 33:2,"HG(PC,184)",744.5538,184.0733,6.20,1,380,25,1,1,[M+H]1+
PC,PC 33:3,"HG(PC,184)",742.5381,184.0733,5.50,1,380,25,1,1,[M+H]1+
PC,PC 34:0,"HG(PC,184)",762.6007,184.0733,8.46,1.2,380,25,1,1,[M+H]1+
PC,PC 34:1,"HG(PC,184)",760.5851,184.0733,7.47,1,380,25,1,1,[M+H]1+
PC,PC 34:2,"HG(PC,184)",758.5694,184.0733,6.71,1,380,25,1,1,[M+H]1+
PC,PC 34:3,"HG(PC,184)",756.5538,184.0733,6.07,1.2,380,25,1,1,[M+H]1+
PC,PC 34:4,"HG(PC,184)",754.5381,184.0733,5.69,1,380,25,1,1,[M+H]1+
PC,PC 34:5,"HG(PC,184)",752.5225,184.0733,5.18,1,380,25,1,1,[M+H]1+
PC,PC 35:0,"HG(PC,184)",776.6164,184.0733,9.10,1.6,380,25,1,1,[M+H]1+
PC,PC 35:1,"HG(PC,184)",774.6007,184.0733,8.10,1.6,380,25,1,1,[M+H]1+
PC,PC 35:2,"HG(PC,184)",772.5851,184.0733,7.25,1.6,380,25,1,1,[M+H]1+
PC,PC 35:3,"HG(PC,184)",770.5694,184.0733,6.71,2,380,25,1,1,[M+H]1+
PC,PC 35:4,"HG(PC,184)",768.5538,184.0733,6.14,1,380,25,1,1,[M+H]1+
PC,PC 35:5,"HG(PC,184)",766.5381,184.0733,5.58,1,380,25,1,1,[M+H]1+
PC,PC 36:0,"HG(PC,184)",790.6320,184.0733,9.70,1.6,380,25,1,1,[M+H]1+
PC,PC 36:1,"HG(PC,184)",788.6164,184.0733,8.65,1,380,25,1,1,[M+H]1+
PC,PC 36:2,"HG(PC,184)",786.6007,184.0733,7.82,1,380,25,1,1,[M+H]1+
PC,PC 36:3,"HG(PC,184)",784.5851,184.0733,7.05,1.6,380,25,1,1,[M+H]1+
PC,PC 36:4,"HG(PC,184)",782.5694,184.0733,6.63,1.6,380,25,1,1,[M+H]1+
PC,PC 36:5,"HG(PC,184)",780.5538,184.0733,6.00,1,380,25,1,1,[M+H]1+
PC,PC 36:6,"HG(PC,184)",778.5381,184.0733,5.53,1,380,25,1,1,[M+H]1+
PC,PC 37:4,"HG(PC,184)",796.5851,184.0733,6.99,1.2,380,25,1,1,[M+H]1+
PC,PC 37:5,"HG(PC,184)",794.5694,184.0733,6.30,1.2,380,25,1,1,[M+H]1+
PC,PC 37:6,"HG(PC,184)",792.5538,184.0733,5.95,1,380,25,1,1,[M+H]1+
PC,PC 38:2,"HG(PC,184)",814.6320,184.0733,8.63,1.4,380,25,1,1,[M+H]1+
PC,PC 38:3,"HG(PC,184)",812.6164,184.0733,7.95,1.4,380,25,1,1,[M+H]1+
PC,PC 38:4,"HG(PC,184)",810.6007,184.0733,7.52,1.6,380,25,1,1,[M+H]1+
PC,PC 38:5,"HG(PC,184)",808.5851,184.0733,6.70,1.6,380,25,1,1,[M+H]1+
PC,PC 38:6,"HG(PC,184)",806.5694,184.0733,6.44,1.2,380,25,1,1,[M+H]1+
PC,PC 38:7,"HG(PC,184)",804.5538,184.0733,5.52,1,380,25,1,1,[M+H]1+
PC,PC 39:5,"HG(PC,184)",822.6007,184.0733,7.30,1.6,380,25,1,1,[M+H]1+
PC,PC 39:6,"HG(PC,184)",820.5851,184.0733,7.00,1,380,25,1,1,[M+H]1+
PC,PC 39:7,"HG(PC,184)",818.5694,184.0733,6.30,1,380,25,1,1,[M+H]1+
PC,PC 40:4,"HG(PC,184)",838.6320,184.0733,8.59,1.2,380,25,1,1,[M+H]1+
PC,PC 40:5,"HG(PC,184)",836.6164,184.0733,7.82,1.2,380,25,1,1,[M+H]1+
PC,PC 40:6,"HG(PC,184)",834.6007,184.0733,7.50,1,380,25,1,1,[M+H]1+
PC,PC 40:7,"HG(PC,184)",832.5851,184.0733,6.58,1,380,25,1,1,[M+H]1+
PC,PC 40:8,"HG(PC,184)",830.5694,184.0733,5.93,1,380,25,1,1,[M+H]1+
PC(O),PC O-32:0,"HG(PC,184)",720.5538,184.0733,8.00,1,380,25,1,1,[M+H]1+
PC(O),PC O-32:1,"HG(PC,184)",718.5381,184.0733,6.70,1,380,25,1,1,[M+H]1+
PC(O),PC O-32:2,"HG(PC,184)",716.5589,184.0733,6.60,1,380,25,1,1,[M+H]1+
PC(O),PC O-34:1,"HG(PC,184)",746.5694,184.0733,8.20,1,380,25,1,1,[M+H]1+
PC(O),PC O-34:2,"HG(PC,184)",744.5538,184.0733,7.42,1,380,25,1,1,[M+H]1+
PC(O),PC O-34:3,"HG(PC,184)",742.5381,184.0733,6.70,1,380,25,1,1,[M+H]1+
PC(O),PC O-34:4,"HG(PC,184)",740.5589,184.0733,6.20,1,380,25,1,1,[M+H]1+
PC(O),PC O-36:0,"HG(PC,184)",776.6164,184.0733,10.10,1,380,25,1,1,[M+H]1+
PC(O),PC O-36:1,"HG(PC,184)",774.6007,184.0733,9.10,1,380,25,1,1,[M+H]1+
PC(O),PC O-36:2,"HG(PC,184)",772.5851,184.0733,8.63,1.2,380,25,1,1,[M+H]1+
PC(O),PC O-36:3,"HG(PC,184)",770.5694,184.0733,7.70,1.4,380,25,1,1,[M+H]1+
PC(O),PC O-36:4,"HG(PC,184)",768.5538,184.0733,7.30,1,380,25,1,1,[M+H]1+
PC(O),PC O-36:5,"HG(PC,184)",766.5745,184.0733,7.10,1,380,25,1,1,[M+H]1+
PC(O),PC O-38:4,"HG(PC,184)",796.5851,184.0733,8.35,1,380,25,1,1,[M+H]1+
PC(O),PC O-38:5,"HG(PC,184)",794.5694,184.0733,7.47,1,380,25,1,1,[M+H]1+
PC(O),PC O-40:5,"HG(PC,184)",822.6007,184.0733,8.60,1,380,25,1,1,[M+H]1+
PC(O),PC O-40:6,"HG(PC,184)",820.5851,184.0733,8.28,1,380,25,1,1,[M+H]1+
PC(O),PC O-40:7,"HG(PC,184)",818.5694,184.0733,7.25,1,380,25,1,1,[M+H]1+
PC(P),PC P-30:0,"HG(PC,184)",690.5432,184.0733,6.80,1,380,25,1,1,[M+H]1+
PC(P),PC P-32:0,"HG(PC,184)",718.5381,184.0733,7.80,1,380,25,1,1,[M+H]1+
PC(P),PC P-32:1,"HG(PC,184)",716.5589,184.0733,7.00,1,380,25,1,1,[M+H]1+
PC(P),PC P-34:1,"HG(PC,184)",744.5538,184.0733,7.40,1,380,25,1,1,[M+H]1+
PC(P),PC P-34:2,"HG(PC,184)",742.5381,184.0733,7.20,1,380,25,1,1,[M+H]1+
PC(P),PC P-34:3,"HG(PC,184)",740.5589,184.0733,6.65,1,380,25,1,1,[M+H]1+
PC(P),PC P-36:2,"HG(PC,184)",770.5694,184.0733,7.76,1.6,380,25,1,1,[M+H]1+
PC(P),PC P-36:4,"HG(PC,184)",766.5745,184.0733,7.15,1,380,25,1,1,[M+H]1+
PC(P),PC P-36:5,"HG(PC,184)",764.5589,184.0733,6.57,1,380,25,1,1,[M+H]1+
PC(P),PC P-38:4,"HG(PC,184)",794.5694,184.0733,8.30,1,380,25,1,1,[M+H]1+
PC(P),PC P-38:5,"HG(PC,184)",792.5538,184.0733,7.30,1.2,380,25,1,1,[M+H]1+
PC(P),PC P-38:6,"HG(PC,184)",790.6320,184.0733,6.96,1,380,25,1,1,[M+H]1+
PC(P),PC P-40:6,"HG(PC,184)",818.5694,184.0733,8.00,1,380,25,1,1,[M+H]1+
PE,PE 32:0,#NAME?,692.5225,551.5034,7.64,1,380,19,1,1,[M+H]1+
PE,PE 32:1,#NAME?,690.5068,549.4877,6.80,1,380,19,1,1,[M+H]1+
PE,PE 33:1-d7 (ISTD),"-HG(PE,141)",711.5664,570.5473,6.20,1,380,19,1,1,[M+H]1+
PE,PE 34:1,#NAME?,718.5381,577.5190,7.84,1,380,19,1,1,[M+H]1+
PE,PE 34:2,#NAME?,716.5225,575.5034,7.08,1,380,19,1,1,[M+H]1+
PE,PE 34:3,#NAME?,714.5068,573.4877,6.46,1,380,19,1,1,[M+H]1+
PE,PE 35:1,#NAME?,732.5538,591.5347,8.41,1,380,19,1,1,[M+H]1+
PE,PE 35:2,#NAME?,730.5381,589.5190,7.61,1,380,19,1,1,[M+H]1+
PE,PE 36:0,#NAME?,748.5851,607.5660,9.96,1,380,19,1,1,[M+H]1+
PE,PE 36:1,#NAME?,746.5694,605.5503,9.02,1,380,19,1,1,[M+H]1+
PE,PE 36:2,#NAME?,744.5538,603.5347,8.16,1,380,19,1,1,[M+H]1+
PE,PE 36:3,#NAME?,742.5381,601.5190,7.24,1,380,19,1,1,[M+H]1+
PE,PE 36:4,#NAME?,740.5225,599.5034,7.02,1,380,19,1,1,[M+H]1+
PE,PE 36:5,#NAME?,738.5068,597.4877,6.41,1,380,19,1,1,[M+H]1+
PE,PE 38:3,#NAME?,770.5694,629.5503,8.52,1.2,380,19,1,1,[M+H]1+
PE,PE 38:4,#NAME?,768.5538,627.5347,8.08,1,380,19,1,1,[M+H]1+
PE,PE 38:5,#NAME?,766.5381,625.5190,7.17,1,380,19,1,1,[M+H]1+
PE,PE 38:6,#NAME?,764.5225,623.5034,6.80,1,380,19,1,1,[M+H]1+
PE,PE 40:4,#NAME?,796.5851,655.5660,8.92,1,380,19,1,1,[M+H]1+
PE,PE 40:5,#NAME?,794.5694,653.5503,8.20,1.4,380,19,1,1,[M+H]1+
PE,PE 40:6,#NAME?,792.5538,651.5347,7.85,1,380,19,1,1,[M+H]1+
PE,PE 40:7,#NAME?,790.5381,649.5190,6.97,1,380,19,1,1,[M+H]1+
PE(O),PE O-34:1,#NAME?,704.5589,563.5398,8.61,1,380,19,1,1,[M+H]1+
PE(O),PE O-34:2,#NAME?,702.5432,561.5241,7.82,1,380,19,1,1,[M+H]1+
PE(O),PE O-36:2,#NAME?,730.5381,589.5190,8.40,1,380,19,1,1,[M+H]1+
PE(O),PE O-36:3,#NAME?,728.5589,587.5398,7.74,1,380,19,1,1,[M+H]1+
PE(O),PE O-36:5,#NAME?,724.5276,583.5085,7.07,1,380,19,1,1,[M+H]1+
PE(O),PE O-36:6,#NAME?,722.5119,581.4928,6.40,1,380,19,1,1,[M+H]1+
PE(O),PE O-38:4,#NAME?,754.5745,613.5554,8.91,1.2,380,19,1,1,[M+H]1+
PE(O),PE O-38:5,#NAME?,726.5432,585.5241,7.84,1.2,380,19,1,1,[M+H]1+
PE(O),PE O-38:5,#NAME?,752.5589,611.5398,7.84,1.2,380,19,1,1,[M+H]1+
PE(O),PE O-40:5,#NAME?,780.5902,639.5711,9.00,1,380,19,1,1,[M+H]1+
PE(O),PE O-40:6,#NAME?,778.5745,637.5554,8.65,1,380,19,1,1,[M+H]1+
PE(O),PE O-40:7,#NAME?,776.5589,635.5398,7.64,1,380,19,1,1,[M+H]1+
PE(P),PE P-16:0/18:1,FA 18:1+(C3H5O2),702.5432,339.2894,8.51,1,380,19,1,1,[M+H]1+
PE(P),PE P-16:0/18:2,FA 18:2+(C3H5O2),700.5276,337.2737,7.68,1,380,19,1,1,[M+H]1+
PE(P),PE P-16:0/20:4,FA 20:4+(C3H5O2),724.5276,361.2737,7.57,1,380,19,1,1,[M+H]1+
PE(P),PE P-16:0/22:5,FA 22:5+(C3H5O2),750.5432,387.2894,7.68,1.4,380,19,1,1,[M+H]1+
PE(P),PE P-16:0/22:6,FA 22:6+(C3H5O2),748.5276,385.2737,7.34,1,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/18:1,FA 18:1+(C3H5O2),730.5745,339.2894,9.67,1,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/18:2,FA 18:2+(C3H5O2),728.5589,337.2737,8.84,1,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/20:4,FA 20:4+(C3H5O2),752.5589,361.2737,8.74,1,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/20:4,#NAME?,752.5589,502.2928,8.74,1,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/20:4,-FA 20:4+(C3H5O2),752.5589,392.2924,8.74,1,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/20:4,#NAME?,752.5589,611.5398,8.74,1,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/22:5,FA 22:5+(C3H5O2),778.5745,387.2894,8.82,1.4,380,19,1,1,[M+H]1+
PE(P),PE P-18:0/22:6,FA 22:6+(C3H5O2),776.5589,385.2737,8.47,1,380,19,1,1,[M+H]1+
PE(P),PE P-20:0/20:4,FA 20:4+(C3H5O2),780.5902,361.2737,9.94,1,380,19,1,1,[M+H]1+
PE(P),PE P-20:0/20:4,#NAME?,780.5902,502.2928,9.94,1,380,19,1,1,[M+H]1+
PE(P),PE P-20:0/20:4,-FA 20:4+(C3H5O2),780.5902,420.3237,9.94,1,380,19,1,1,[M+H]1+
PE(P),PE P-20:0/20:4,#NAME?,780.5902,639.5711,9.94,1,380,19,1,1,[M+H]1+
PG,PG 33:1-d7 (ISTD),"-HG(PG,172)",759.5875,570.5473,5.00,1,380,17,1,1,[M+NH4]1+
PG,PG 34:1,#NAME?,766.5593,577.5190,6.55,1,380,17,1,1,[M+NH4]1+
PG,PG 36:1,#NAME?,794.5906,605.5503,7.60,1,380,17,1,1,[M+NH4]1+
PG,PG 36:2,#NAME?,792.5749,603.5347,6.88,1,380,17,1,1,[M+NH4]1+
PI,PI 32:0,#NAME?,828.5597,551.5034,6.10,1.4,380,17,1,1,[M+NH4]1+
PI,PI 32:1,#NAME?,826.5440,549.4877,5.50,1,380,17,1,1,[M+NH4]1+
PI,PI 33:1-d7 (ISTD),"-HG(PI,260)",847.6036,570.5473,6.00,1,380,17,1,1,[M+NH4]1+
PI,PI 34:0,#NAME?,856.5910,579.5347,7.00,1.4,380,17,1,1,[M+NH4]1+
PI,PI 34:1,#NAME?,854.5753,577.5190,6.28,1,380,17,1,1,[M+NH4]1+
PI,PI 36:1,#NAME?,882.6066,605.5503,7.28,1,380,17,1,1,[M+NH4]1+
PI,PI 36:2,#NAME?,880.5910,603.5347,6.57,1,380,17,1,1,[M+NH4]1+
PI,PI 36:3,#NAME?,878.5753,601.5190,5.90,1.4,380,17,1,1,[M+NH4]1+
PI,PI 36:4,#NAME?,876.5597,599.5034,5.62,1,380,17,1,1,[M+NH4]1+
PI,PI 38:2,#NAME?,908.6223,631.5660,7.45,1,380,17,1,1,[M+NH4]1+
PI,PI 38:3,#NAME?,906.6066,629.5503,6.88,1,380,17,1,1,[M+NH4]1+
PI,PI 38:4,#NAME?,904.5910,627.5347,6.56,1,380,17,1,1,[M+NH4]1+
PI,PI 38:5,#NAME?,902.5753,625.5190,5.75,1,380,17,1,1,[M+NH4]1+
PI,PI 38:6,#NAME?,900.5597,623.5034,5.46,1,380,17,1,1,[M+NH4]1+
PI,PI 40:4,#NAME?,932.6223,655.5660,7.00,1.2,380,17,1,1,[M+NH4]1+
PI,PI 40:5,#NAME?,930.6066,653.5503,6.58,1,380,17,1,1,[M+NH4]1+
PI,PI 40:6,#NAME?,928.5910,651.5347,6.33,1,380,17,1,1,[M+NH4]1+
PS,PS 33:1-d7 (ISTD),"-HG(PS,185)",755.5562,570.5473,6.00,2,380,23,1,1,[M+H]1+
PS,PS 36:1,#NAME?,790.5593,605.5503,7.45,1,380,23,1,1,[M+H]1+
PS,PS 36:2,#NAME?,788.5436,603.5347,6.75,1,380,23,1,1,[M+H]1+
PS,PS 38:3,#NAME?,786.5280,601.5190,6.78,1,380,23,1,1,[M+H]1+
PS,PS 38:4,#NAME?,784.5123,599.5034,6.64,1,380,23,1,1,[M+H]1+
PS,PS 38:5,#NAME?,782.4967,597.4877,5.72,1,380,23,1,1,[M+H]1+
PS,PS 40:5,#NAME?,838.5593,653.5503,6.75,1,380,23,1,1,[M+H]1+
PS,PS 40:6,#NAME?,836.5436,651.5347,6.45,1,380,23,1,1,[M+H]1+
SM,SM 30:1 (ISTD),"HG(PC,184)",647.5123,184.0733,4.20,1,380,29,1,1,[M+H]1+
SM,SM 30:1 (ISTD),LCB 18:1;2(-H3O2),647.5123,264.2686,4.20,1,380,29,1,1,[M+H]1+
SM,SM 31:1,"HG(PC,184)",661.5279,184.0733,4.90,1,380,29,1,1,[M+H]1+
SM,SM 32:0,"HG(PC,184)",677.5592,184.0733,5.55,1,380,29,1,1,[M+H]1+
SM,SM 32:1,"HG(PC,184)",675.5436,184.0733,5.26,1,380,29,1,1,[M+H]1+
SM,SM 32:2,"HG(PC,184)",673.5279,184.0733,4.72,1,380,29,1,1,[M+H]1+
SM,SM 33:1,"HG(PC,184)",689.5592,184.0733,5.65,1,380,29,1,1,[M+H]1+
SM,SM 34:0,"HG(PC,184)",705.5905,184.0733,6.44,1,380,29,1,1,[M+H]1+
SM,SM 34:1,"HG(PC,184)",703.5749,184.0733,6.20,1,380,29,1,1,[M+H]1+
SM,SM 34:1,LCB 18:0;2(-H3O2),703.5749,266.2842,6.20,1,380,29,1,1,[M+H]1+
SM,SM 34:1,LCB 18:1;2(-H3O2),703.5749,264.2686,6.20,1,380,29,1,1,[M+H]1+
SM,SM 34:2,"HG(PC,184)",701.5592,184.0733,5.42,1,380,29,1,1,[M+H]1+
SM,SM 34:3,"HG(PC,184)",699.5436,184.0733,4.93,1,380,29,1,1,[M+H]1+
SM,SM 35:1,"HG(PC,184)",717.5905,184.0733,6.70,1.2,380,29,1,1,[M+H]1+
SM,SM 35:2,"HG(PC,184)",715.5749,184.0733,6.00,1.2,380,29,1,1,[M+H]1+
SM,SM 36:1,"HG(PC,184)",731.6062,184.0733,7.30,1,380,29,1,1,[M+H]1+
SM,SM 36:1,LCB 18:0;2(-H3O2),731.6062,266.2842,7.30,1,380,29,1,1,[M+H]1+
SM,SM 36:1,LCB 18:1;2(-H3O2),731.6062,264.2686,7.30,1,380,29,1,1,[M+H]1+
SM,SM 36:2,"HG(PC,184)",729.5905,184.0733,6.42,1,380,29,1,1,[M+H]1+
SM,SM 36:2-d9 (ISTD),"HG(PC,184)",738.6470,184.0733,6.42,1,380,29,1,1,[M+H]1+
SM,SM 36:2-d9 (ISTD),LCB 18:1;2(-H3O2),738.6470,264.2686,6.42,1,380,29,1,1,[M+H]1+
SM,SM 36:3,"HG(PC,184)",727.5749,184.0733,5.80,1.6,380,29,1,1,[M+H]1+
SM,SM 37:2,"HG(PC,184)",743.6062,184.0733,7.00,1,380,29,1,1,[M+H]1+
SM,SM 38:1,"HG(PC,184)",759.6375,184.0733,8.45,1.2,380,29,1,1,[M+H]1+
SM,SM 38:2,"HG(PC,184)",757.6218,184.0733,7.50,1,380,29,1,1,[M+H]1+
SM,SM 39:1,"HG(PC,184)",773.6531,184.0733,9.20,1,380,29,1,1,[M+H]1+
SM,SM 41:1,"HG(PC,184)",801.6844,184.0733,10.01,1,380,29,1,1,[M+H]1+
SM,SM 41:2,"HG(PC,184)",799.6688,184.0733,9.07,1.4,380,29,1,1,[M+H]1+
SM,SM 42:1,"HG(PC,184)",815.7001,184.0733,10.18,1,380,29,1,1,[M+H]1+
SM,SM 42:1,LCB 20:0;2(-H3O2),815.7001,294.3155,10.18,1,380,29,1,1,[M+H]1+
TG,TG 48:0 [16:0],FA 16:0,824.7702,239.2369,11.41,1,380,25,1,1,[M+NH4]1+
TG,TG 48:0 [NL-16:0],-FA 16:0(+HO)-(NH3),824.7702,551.5034,11.41,1,380,25,1,1,[M+NH4]1+
TG,TG 48:1 [NL-18:1],#NAME?,822.7545,523.4721,11.23,1,380,25,1,1,[M+NH4]1+
TAG,TG 48:1-d7 [15:0],FA 15:0,829.7985,225.2213,11.23,1,380,25,1,1,[M+NH4]1+
TAG,TG 48:1-d7 [18:1],FA 18:1,829.7985,272.2965,11.23,1,380,25,1,1,[M+NH4]1+
TAG,TG 48:1-d7 [NL-15:0],-FA 15:0(+HO)-(NH3),829.7985,570.5473,11.23,1,380,25,1,1,[M+NH4]1+
TAG,TG 48:1-d7 [NL-18:1],-FA 18:1(+HO)-(NH3),829.7985,523.4721,11.23,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [14:0],FA 14:0,820.7389,211.2056,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [14:1],FA 14:1,820.7389,209.1900,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [16:0],FA 16:0,820.7389,239.2369,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [16:1],FA 16:1,820.7389,237.2213,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [18:0],FA 18:0,820.7389,267.2682,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [18:1],FA 18:1,820.7389,265.2526,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [18:2],FA 18:2,820.7389,263.2369,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [NL-14:0],-FA 14:0(+HO)-(NH3),820.7389,575.5034,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [NL-14:1],#NAME?,820.7389,577.5190,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [NL-16:0],-FA 16:0(+HO)-(NH3),820.7389,547.4721,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [NL-16:1],#NAME?,820.7389,549.4877,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [NL-18:0],-FA 18:0(+HO)-(NH3),820.7389,519.4408,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [NL-18:1],#NAME?,820.7389,521.4564,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:2 [NL-18:2],#NAME?,820.7389,523.4721,11.06,1,380,25,1,1,[M+NH4]1+
TG,TG 48:3 [NL-14:0],-FA 14:0(+HO)-(NH3),818.7232,573.4877,10.92,1,380,25,1,1,[M+NH4]1+
TG,TG 48:3 [NL-16:1],#NAME?,818.7232,547.4721,10.92,1,380,25,1,1,[M+NH4]1+
TG,TG 48:3 [NL-18:2],#NAME?,818.7232,521.4564,10.92,1,380,25,1,1,[M+NH4]1+
TG,TG 49:1 [NL-15:0],-FA 15:0(+HO)-(NH3),836.7702,577.5190,11.33,1,380,25,1,1,[M+NH4]1+
TG,TG 49:1 [NL-16:0],-FA 16:0(+HO)-(NH3),836.7702,563.5034,11.33,1,380,25,1,1,[M+NH4]1+
TG,TG 49:1 [NL-18:1],#NAME?,836.7702,537.4877,11.33,1,380,25,1,1,[M+NH4]1+
TG,TG 50:0 [NL-18:0],-FA 18:0(+HO)-(NH3),852.8015,551.5034,11.65,1,380,25,1,1,[M+NH4]1+
TG,TG 50:1 [NL-14:0],-FA 14:0(+HO)-(NH3),850.7858,605.5503,11.43,1,380,25,1,1,[M+NH4]1+
TG,TG 50:1 [NL-16:0],-FA 16:0(+HO)-(NH3),850.7858,577.5190,11.42,1,380,25,1,1,[M+NH4]1+
TG,TG 50:1 [NL-18:1],#NAME?,850.7858,551.5034,11.43,1,380,25,1,1,[M+NH4]1+
TG,TG 50:2 [NL-18:0],-FA 18:0(+HO)-(NH3),848.7702,547.4721,11.25,1,380,25,1,1,[M+NH4]1+
